log_id,x1,x2
200,0.407313803369,0.274613003960
201,0.897238063992,0.219072136211
202,0.063421948131,0.729943422619
203,0.988167093889,0.302560777227
204,0.833239918890,0.281214887594
205,0.601876688724,0.298029707906
206,0.882135577049,0.152992985263
207,0.041972856830,0.863117445450
208,0.942091379139,0.533404175374
209,0.782924441504,0.359815697468
210,0.850137668033,0.208806467130
211,0.579279724160,0.930672947370
212,0.177950107153,0.908182884931
213,0.373921806763,0.559219774793
214,0.093280342916,0.716147262748
215,0.967430741022,0.254851723705
216,0.976571974937,0.101601829497
217,0.052480907611,0.805203143208
218,0.227090216502,0.196579917330
219,0.565029319778,0.506448072403
220,0.801061797022,0.968479581327
221,0.820940824401,0.082845261207
222,0.539776403439,0.454843741024
223,0.582204984513,0.156773765615
224,0.469703582096,0.188809038034
225,0.649070773341,0.945931623707
226,0.243887628952,0.771953601012
227,0.572296540464,0.153873424293
228,0.227463276827,0.516214842589
229,0.421626183862,0.774589818758
230,0.848606634061,0.196503646644
231,0.748949668517,0.407548557511
232,0.599182375983,0.675485686109
233,0.272706353538,0.659470834055
234,0.352665896016,0.108979427460
235,0.683716069636,0.092537760987
236,0.594490803445,0.580391054342
237,0.965571417023,0.899038738191
238,0.880379990715,0.621690079910
239,0.066543883165,0.540497902892
