log_id,true_label,true_signed_distance
207,1,0.048720072221
208,1,0.308439264995
209,1,0.074523953197
210,-1,-0.008543383908
211,1,0.418074009729
212,1,0.164867083529
213,-1,-0.003290482395
214,-1,-0.040385553645
215,1,0.097458535430
216,-1,-0.021425864451
217,1,0.007922514838
218,-1,-0.383243591334
219,1,0.065820238269
220,1,0.578574371247
221,-1,-0.127751993283
222,1,0.009200334751
223,-1,-0.207597269491
224,-1,-0.247495447974
225,1,0.471305901727
226,1,0.093034628913
227,-1,-0.215749816350
228,-1,-0.123903773459
229,1,0.199236000835
230,-1,-0.019413430855
231,1,0.093328082694
232,1,0.222851812312
233,1,0.018720277207
234,-1,-0.380736114721
235,-1,-0.200238282708
236,1,0.143013698202
237,1,0.618598950641
238,1,0.343879378976
239,-1,-0.198434785789
